"","Index","Title","Artist","Top.Genre","Year","BPM","Energy","Danceability","Loudness","Liveness","Valence","Duration","Acousticness","Speechiness","Popularity"
"1860",1860,"It Was A Very Good Year","Frank Sinatra","adult standards","1965",80,14,22,-15,11,13,147,86,3,62
"1861",1861,"Time Is On My Side - Mono Version","The Rolling Stones","album rock","1965",100,65,53,-9,11,42,59,29,4,53
"1862",1862,"Little Red Rooster - Mono Version","The Rolling Stones","album rock","1965",109,43,72,-12,10,67,66,7,4,47
"1863",1863,"Mr. Tambourine Man","The Byrds","art rock","1965",120,47,46,-10,44,64,29,51,3,62
"1864",1864,"Paint It, Black","The Rolling Stones","album rock","1966",159,80,46,-9,40,61,82,5,9,78
"1865",1865,"God Only Knows - Remastered","The Beach Boys","baroque pop","1966",117,49,52,-8,6,48,53,25,3,72
"1866",1866,"California Dreamin' - Single Version","The Mamas & The Papas","adult standards","1966",112,61,55,-10,5,64,42,35,3,76
"1867",1867,"Eleanor Rigby - Remastered 2009","The Beatles","british invasion","1966",138,28,58,-9,31,81,13,94,4,71
"1868",1868,"River Deep - Mountain High","Ike & Tina Turner","brill building pop","1966",83,75,39,-7,14,27,95,78,4,57
"1869",1869,"That's Life","Frank Sinatra","adult standards","1966",112,44,55,-14,44,63,67,53,7,75
"1870",1870,"Jumpin' Jack Flash - Mono","The Rolling Stones","album rock","1966",137,90,60,-7,7,62,99,4,5,65
"1871",1871,"Scarborough Fair / Canticle","Simon & Garfunkel","classic rock","1966",129,25,34,-16,11,30,70,65,3,63
"1872",1872,"Sloop John B - Remastered","The Beach Boys","baroque pop","1966",126,75,57,-5,9,90,60,40,3,61
"1873",1873,"Homeward Bound","Simon & Garfunkel","classic rock","1966",93,38,49,-12,10,53,30,83,3,65
"1874",1874,"Under My Thumb","The Rolling Stones","album rock","1966",127,49,73,-14,9,80,102,30,4,64
"1876",1876,"When a Man Loves a Woman","Percy Sledge","classic soul","1966",97,15,52,-20,12,21,54,13,3,66
"1877",1877,"Sunny Afternoon - Mono Mix","The Kinks","album rock","1966",125,47,60,-8,6,49,91,10,3,67
"1878",1878,"How Can We Hang On To A Dream","Tim Hardin","classic uk pop","1966",127,18,56,-15,15,37,10,83,4,48
"1879",1879,"Monday, Monday - Single Version","The Mamas & The Papas","adult standards","1966",110,46,49,-9,57,71,88,74,3,62
"1880",1880,"For No One - Remastered 2009","The Beatles","british invasion","1966",81,35,48,-10,12,71,8,78,3,63
"1881",1881,"It's A Man's, Man's, Man's World","James Brown & The Famous Flames","motown","1966",81,24,54,-17,13,57,47,69,4,63
"1882",1882,"Try a Little Tenderness","Otis Redding","classic soul","1966",103,13,59,-15,26,7,82,19,6,64
"1883",1883,"Wouldn't It Be Nice - Stereo Mix","The Beach Boys","baroque pop","1966",125,63,39,-7,13,72,33,72,3,72
"1884",1884,"Nights In White Satin - Single Version / Mono Mix","The Moody Blues","album rock","1967",85,48,20,-5,7,17,149,47,3,68
"1885",1885,"The End","The Doors","album rock","1967",106,30,35,-12,14,3,344,16,3,61
"1886",1886,"A Day In The Life - Remastered 2009","The Beatles","british invasion","1967",163,46,36,-14,92,18,215,29,7,67
"1887",1887,"Brown Eyed Girl","Van Morrison","classic rock","1967",151,58,49,-11,41,91,63,18,4,79
"1888",1888,"Respect","Aretha Franklin","adult standards","1967",115,56,81,-5,5,97,28,16,4,73
"1889",1889,"White Rabbit","Jefferson Airplane","album rock","1967",107,29,55,-13,9,32,31,49,3,69
"1890",1890,"Penny Lane","The Beatles","british invasion","1967",114,39,63,-10,10,65,62,41,4,45
"1892",1892,"Hey Joe","Jimi Hendrix","album rock","1967",169,77,35,-6,2,53,90,1,4,71
"1893",1893,"Good Vibrations - Remastered","The Beach Boys","baroque pop","1967",133,47,40,-8,11,39,99,33,3,71
"1894",1894,"Light My Fire","The Doors","album rock","1967",125,73,41,-6,9,44,288,37,3,72
"1895",1895,"Strawberry Fields Forever - Remastered 2009","The Beatles","british invasion","1967",98,50,39,-12,7,29,127,34,18,70
"1896",1896,"So Long, Marianne","Leonard Cohen","canadian folk","1967",95,40,54,-11,10,23,219,70,3,62
"1897",1897,"Little Wing","Jimi Hendrix","album rock","1967",71,53,52,-8,5,43,26,18,8,69
"1898",1898,"The Fool On The Hill - Remastered 2009","The Beatles","british invasion","1967",144,26,36,-11,11,49,59,91,3,58
"1899",1899,"People Are Strange","The Doors","album rock","1967",119,47,70,-9,32,76,15,69,4,70
"1900",1900,"The Wind Cries Mary","Jimi Hendrix","album rock","1967",80,50,50,-11,20,34,81,35,5,63
"1901",1901,"Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009","The Beatles","british invasion","1967",96,67,45,-9,80,58,10,9,7,65
"1902",1902,"Lucy In The Sky With Diamonds - Remastered 2009","The Beatles","british invasion","1967",65,33,31,-9,14,67,88,5,3,69
"1903",1903,"Purple Haze","Jimi Hendrix","album rock","1967",109,91,53,-5,7,49,51,1,8,72
"1904",1904,"Ruby Tuesday","The Rolling Stones","album rock","1967",105,55,52,-11,17,52,76,83,3,63
"1905",1905,"All You Need Is Love - Remastered 2009","The Beatles","british invasion","1967",103,48,40,-8,16,65,110,35,3,68
"1906",1906,"He Ain't Heavy, He's My Brother","The Hollies","adult standards","1967",76,44,31,-7,51,22,138,41,3,50
"1907",1907,"When I'm Sixty Four - Remastered 2009","The Beatles","british invasion","1967",140,24,70,-13,9,66,38,63,5,65
"1908",1908,"Somebody Will Know Someday","Cuby & The Blizzards","dutch indie","1967",82,24,55,-14,12,33,279,18,4,37
"1909",1909,"I Am The Walrus - Remastered 2009","The Beatles","british invasion","1967",85,56,40,-11,59,65,156,8,5,65
"1910",1910,"Guitar Man","Elvis Presley","adult standards","1967",114,66,60,-13,7,91,21,54,6,41
"1911",1911,"Ain't No Mountain High Enough","Marvin Gaye","classic soul","1967",130,60,66,-11,18,80,32,43,3,80
"1912",1912,"San Francisco (Be Sure to Wear Some Flowers In Your Hair)","Scott McKenzie","bubblegum pop","1967",112,67,50,-6,22,48,59,5,3,53
"1913",1913,"She's Leaving Home - Remastered 2009","The Beatles","british invasion","1967",128,21,38,-12,11,39,95,94,3,63
"1914",1914,"I'm a Believer - 2006 Remaster","The Monkees","brill building pop","1967",80,78,53,-6,22,96,47,71,4,73
"1915",1915,"Waterloo Sunset - Mono Mix","The Kinks","album rock","1967",108,69,51,-7,17,42,74,16,2,66
"1916",1916,"Sunshine Of Your Love","Cream","album rock","1967",115,48,68,-13,12,78,130,48,4,74
"1917",1917,"Break on Through (To the Other Side)","The Doors","album rock","1967",90,75,42,-10,17,79,26,20,5,72
"1919",1919,"Green Green Grass Of Home","Tom Jones","adult standards","1967",95,41,54,-13,10,82,65,16,3,62
"1920",1920,"To Love Somebody","Bee Gees","adult standards","1967",90,38,42,-13,27,52,62,73,3,66
"1921",1921,"Pastorale - Remastered","Liesbeth List","dutch rock","1968",112,52,46,-9,28,35,136,65,3,45
"1922",1922,"(Sittin' On) the Dock of the Bay","Otis Redding","classic soul","1968",104,37,77,-11,8,54,44,68,3,73
"1923",1923,"Blackbird - Remastered 2009","The Beatles","british invasion","1968",94,13,69,-14,6,37,20,75,3,74
"1924",1924,"I Put A Spell On You","Creedence Clearwater Revival","album rock","1968",100,73,39,-8,10,62,152,0,3,60
"1925",1925,"While My Guitar Gently Weeps - Remastered 2009","The Beatles","british invasion","1968",115,65,45,-9,17,70,165,2,3,70
"1926",1926,"All Along the Watchtower","Jimi Hendrix","album rock","1968",113,81,44,-6,8,56,121,0,6,77
"1927",1927,"Window Of My Eyes - From ""The American"" Soundtrack","Cuby & The Blizzards","dutch indie","1968",184,53,41,-9,31,41,86,19,3,43
"1928",1928,"I Say a Little Prayer","Aretha Franklin","adult standards","1968",133,36,59,-14,6,50,97,48,4,75
"1929",1929,"(You Make Me Feel Like) A Natural Woman","Aretha Franklin","adult standards","1968",111,32,65,-9,19,28,47,21,3,69
"1930",1930,"White Room","Cream","album rock","1968",110,58,55,-13,4,46,178,19,3,74
"1931",1931,"Mrs. Robinson - From ""The Graduate"" Soundtrack","Simon & Garfunkel","classic rock","1968",92,46,61,-14,7,81,124,71,5,76
"1932",1932,"What A Wonderful World - Single Version","Louis Armstrong","adult standards","1968",77,17,27,-21,12,20,21,73,4,68
"1933",1933,"Lea","The Cats","classic uk pop","1968",167,52,18,-8,6,42,102,39,3,48
"1934",1934,"The Weight - Remastered","The Band","album rock","1968",144,55,63,-9,10,52,154,37,5,72
"1935",1935,"Ain't Got No - I Got Life - Remastered","Nina Simone","adult standards","1968",122,72,62,-10,76,89,56,20,4,48
"1936",1936,"Voodoo Child (Slight Return)","Jimi Hendrix","album rock","1968",176,91,21,-7,5,45,192,48,39,67
"1937",1937,"Suzie Q","Creedence Clearwater Revival","album rock","1968",130,62,44,-11,17,70,322,6,3,56
"1938",1938,"Born To Be Wild - Single Version","Steppenwolf","album rock","1968",146,73,44,-12,24,54,93,26,10,67
"1939",1939,"Words","Bee Gees","adult standards","1968",80,29,26,-10,16,25,78,14,3,59
"1940",1940,"Massachussetts","Bee Gees","adult standards","1968",102,44,48,-14,6,42,28,1,3,57
"1941",1941,"Times Were When","The Cats","classic uk pop","1968",99,56,45,-9,5,61,71,24,3,43
"1942",1942,"I Started A Joke","Bee Gees","adult standards","1968",145,46,31,-9,13,43,68,16,3,66
"1943",1943,"MacArthur Park","Richard Harris","pop","1968",170,34,25,-16,14,37,299,80,3,36
"1944",1944,"I'd Rather Go Blind","Etta James","adult standards","1968",83,43,48,-6,15,61,37,69,2,67
"1945",1945,"Daydream Believer","The Monkees","brill building pop","1968",126,49,51,-10,11,65,60,26,3,69
"1946",1946,"Back In The U.S.S.R. - Remastered 2009","The Beatles","british invasion","1968",142,97,48,-7,6,49,43,7,9,66
"1947",1947,"Girl, You'll Be A Woman Soon","Neil Diamond","adult standards","1968",110,64,52,-6,32,66,60,57,3,59
"1948",1948,"Here Comes The Sun - Remastered 2009","The Beatles","british invasion","1969",129,54,56,-10,18,39,66,3,3,82
"1949",1949,"Space Oddity - 2015 Remaster","David Bowie","album rock","1969",140,44,30,-13,18,43,198,7,3,73
"1950",1950,"Gimme Shelter","The Rolling Stones","album rock","1969",119,63,63,-8,17,49,151,45,3,76
"1951",1951,"Suspicious Minds","Elvis Presley","adult standards","1969",117,38,49,-11,41,71,141,4,3,72
"1952",1952,"Whole Lotta Love - 1990 Remaster","Led Zeppelin","album rock","1969",90,90,41,-12,41,42,212,5,41,76
"1953",1953,"Sweet Caroline","Neil Diamond","adult standards","1969",63,13,53,-16,24,58,84,61,3,78
"1954",1954,"Fortunate Son","Creedence Clearwater Revival","album rock","1969",133,66,64,-8,15,66,23,20,4,80
"1955",1955,"In the Ghetto","Elvis Presley","adult standards","1969",89,27,40,-17,11,49,47,72,3,63
"1956",1956,"Bad Moon Rising","Creedence Clearwater Revival","album rock","1969",179,77,51,-6,6,94,24,6,3,77
"1957",1957,"You Can't Always Get What You Want","The Rolling Stones","album rock","1969",86,62,32,-10,25,47,298,64,6,67
"1958",1958,"With A Little Help From My Friends","Joe Cocker","album rock","1969",145,43,31,-11,10,31,191,29,6,69
"1959",1959,"My Way","Frank Sinatra","adult standards","1969",75,38,40,-7,12,23,157,70,3,73
"1960",1960,"Come Together - Remastered 2009","The Beatles","british invasion","1969",165,38,53,-12,9,19,140,3,4,79
"1961",1961,"Something - Remastered 2009","The Beatles","british invasion","1969",134,34,40,-11,14,38,62,20,3,72
"1962",1962,"Albatross - 2018 Remaster","Fleetwood Mac","album rock","1969",136,6,32,-22,14,26,71,83,4,50
"1963",1963,"Just A Little Bit Of Peace In My Heart","Golden Earring","album rock","1969",95,72,27,-6,6,26,199,1,3,42
"1964",1964,"Venus","Shocking Blue","classic rock","1969",128,76,69,-6,8,96,68,46,4,59
"1965",1965,"Son of a Preacher Man","Dusty Springfield","adult standards","1969",182,50,40,-11,13,82,29,39,8,61
"1966",1966,"Pinball Wizard","The Who","album rock","1969",124,72,54,-9,26,47,61,2,4,69
"1967",1967,"Marian","The Cats","classic uk pop","1969",80,45,39,-10,19,39,120,0,3,46
"1969",1969,"Beautiful People","Melanie","classic uk pop","1969",129,44,54,-9,40,37,95,61,5,44
"1970",1970,"Oh Well (Pt. 1) - 2013 Remaster","Fleetwood Mac","album rock","1969",103,59,47,-10,14,22,82,20,14,41
"1971",1971,"Born On The Bayou","Creedence Clearwater Revival","album rock","1969",117,39,68,-16,11,55,194,7,5,59
"1972",1972,"Scarlet Ribbons","The Cats","classic uk pop","1969",101,42,48,-10,14,47,77,9,3,44
"1973",1973,"The Thrill Is Gone","B.B. King","blues","1969",91,46,55,-9,10,54,204,34,3,60
"1974",1974,"Dazed and Confused","Led Zeppelin","album rock","1969",87,55,27,-10,10,43,258,4,5,63
"1975",1975,"Overture","The Who","album rock","1969",118,62,48,-10,14,19,199,6,3,43
"1976",1976,"Streets of London","Ralph McTell","british folk","1969",156,30,40,-15,10,19,129,63,3,57
"1977",1977,"Down On The Corner","Creedence Clearwater Revival","album rock","1969",108,54,86,-9,7,87,46,58,8,73
"1978",1978,"Appleknockers Flophouse","Cuby & The Blizzards","dutch indie","1969",197,71,31,-9,26,67,31,0,10,34
"1979",1979,"The First Time Ever I Saw Your Face","Roberta Flack","adult standards","1969",121,3,31,-22,16,14,141,73,4,64
"1980",1980,"Touch Me","The Doors","album rock","1969",109,90,43,-5,12,77,70,41,7,68
"1981",1981,"Summertime","Brainbox","dutch prog","1969",89,55,38,-9,31,25,143,4,3,36
"1982",1982,"Midnight Rambler","The Rolling Stones","album rock","1969",75,66,40,-10,17,51,279,77,12,50
"1983",1983,"Get Ready","Rare Earth","blues rock","1969",127,87,41,-6,83,65,2,0,4,45
"1984",1984,"Black Magic Woman - 2018 Remaster","Fleetwood Mac","album rock","1969",129,41,46,-11,28,44,53,5,4,48
"1985",1985,"Suite: Judy Blue Eyes - Remastered","Crosby, Stills & Nash","album rock","1969",154,36,45,-13,20,30,294,47,4,67
"1986",1986,"Blue Suede Shoes","Elvis Presley","adult standards","1956",95,66,56,-8,14,96,7,65,6,62
"1987",1987,"Jailhouse Rock","Elvis Presley","adult standards","1958",167,58,65,-10,7,92,26,41,8,73
"1988",1988,"My Baby Just Cares for Me - 2013 Remastered Version","Nina Simone","adult standards","1958",119,24,75,-15,9,43,96,83,12,68
"1990",1990,"Heartbreak Hotel","Elvis Presley","adult standards","1958",94,21,70,-12,11,72,14,84,7,63
"1991",1991,"Hound Dog","Elvis Presley","adult standards","1958",175,76,36,-8,76,95,18,73,6,69
"1992",1992,"Johnny B. Goode","Chuck Berry","blues rock","1959",168,80,53,-9,31,97,42,74,7,74
"1993",1993,"Take Five","The Dave Brubeck Quartet","bebop","1959",174,26,45,-13,7,60,203,54,4,65
"1994",1994,"Blueberry Hill","Fats Domino","adult standards","1959",133,50,49,-10,16,83,28,74,3,56
"1995",1995,"Hey, Soul Sister","Train","neo mellow","2010",97,89,67,-4,8,80,217,19,4,83
"1996",1996,"Love The Way You Lie","Eminem","detroit hip hop","2010",87,93,75,-5,52,64,263,24,23,82
"1997",1997,"TiK ToK","Kesha","dance pop","2010",120,84,76,-3,29,71,200,10,14,80
"2000",2000,"Baby","Justin Bieber","canadian pop","2010",65,86,73,-5,11,54,214,4,14,77
"2001",2001,"Dynamite","Taio Cruz","dance pop","2010",120,78,75,-4,4,82,203,0,9,77
"2002",2002,"Secrets","OneRepublic","dance pop","2010",148,76,52,-6,12,38,225,7,4,77
"2004",2004,"Only Girl (In The World)","Rihanna","barbadian pop","2010",126,72,79,-4,7,61,235,13,4,73
"2005",2005,"Club Can't Handle Me (feat. David Guetta)","Flo Rida","dance pop","2010",128,87,62,-4,6,47,235,3,3,73
"2006",2006,"Marry You","Bruno Mars","pop","2010",145,83,62,-5,10,48,230,33,4,73
"2007",2007,"Cooler Than Me - Single Mix","Mike Posner","dance pop","2010",130,82,77,-5,70,63,213,18,5,73
"2008",2008,"Telephone","Lady Gaga","dance pop","2010",122,83,83,-6,11,71,221,1,4,73
"2009",2009,"Like A G6","Far East Movement","dance pop","2010",125,84,44,-8,12,78,217,1,45,72
"2010",2010,"OMG (feat. will.i.am)","Usher","atl hip hop","2010",130,75,78,-6,36,33,269,20,3,72
"2011",2011,"Eenie Meenie","Sean Kingston","dance pop","2010",121,61,72,-4,11,83,202,5,3,71
"2012",2012,"The Time (Dirty Bit)","The Black Eyed Peas","dance pop","2010",128,81,82,-8,60,44,308,7,7,70
"2013",2013,"Alejandro","Lady Gaga","dance pop","2010",99,80,63,-7,36,37,274,0,5,69
"2014",2014,"Your Love Is My Drug","Kesha","dance pop","2010",120,61,83,-4,9,76,187,1,10,69
"2015",2015,"Meet Me Halfway","The Black Eyed Peas","dance pop","2010",130,63,80,-7,32,40,284,0,7,68
"2016",2016,"Whataya Want from Me","Adam Lambert","australian pop","2010",186,68,44,-5,6,45,227,1,5,66
"2017",2017,"Take It Off","Kesha","dance pop","2010",125,68,73,-5,9,74,215,0,3,66
"2018",2018,"Misery","Maroon 5","pop","2010",103,81,70,-5,22,73,216,0,4,65
"2019",2019,"All The Right Moves","OneRepublic","dance pop","2010",146,95,53,-4,28,65,238,26,5,65
"2020",2020,"Animal","Neon Trees","indie pop","2010",148,83,48,-6,38,74,212,0,4,65
"2021",2021,"Naturally","Selena Gomez & The Scene","dance pop","2010",133,90,61,-5,5,88,203,2,5,64
"2022",2022,"I Like It","Enrique Iglesias","dance pop","2010",129,94,65,-3,6,73,231,2,9,63
"2023",2023,"Teenage Dream","Katy Perry","dance pop","2010",120,80,72,-5,13,59,228,2,4,63
"2024",2024,"California Gurls","Katy Perry","dance pop","2010",125,75,79,-4,18,40,235,0,5,62
"2025",2025,"3","Britney Spears","dance pop","2010",135,71,70,-2,14,79,213,5,5,62
"2026",2026,"My First Kiss - feat. Ke$ha","3OH!3","dance pop","2010",138,89,68,-4,36,83,192,1,8,62
"2027",2027,"Blah Blah Blah (feat. 3OH!3)","Kesha","dance pop","2010",120,84,75,-3,42,52,172,8,12,62
"2028",2028,"Imma Be","The Black Eyed Peas","dance pop","2010",92,52,60,-7,31,41,258,18,37,62
"2029",2029,"Try Sleeping with a Broken Heart","Alicia Keys","hip pop","2010",111,82,50,-5,13,55,249,16,11,62
"2030",2030,"Sexy Bitch (feat. Akon)","David Guetta","dance pop","2010",130,63,81,-5,13,80,196,8,5,61
"2031",2031,"Bound To You - Burlesque Original Motion Picture Soundtrack","Christina Aguilera","dance pop","2010",164,41,29,-5,13,7,264,83,3,61
"2032",2032,"If I Had You","Adam Lambert","australian pop","2010",131,91,65,-4,37,79,228,1,11,59
"2033",2033,"Rock That Body","The Black Eyed Peas","dance pop","2010",125,91,72,-6,43,84,269,2,10,59
"2035",2035,"Something's Got A Hold On Me - Burlesque Original Motion Picture Soundtrack","Christina Aguilera","dance pop","2010",150,85,51,-4,12,72,185,47,27,58
"2036",2036,"Doesn't Mean Anything","Alicia Keys","hip pop","2010",104,41,71,-7,10,10,273,4,3,57
"2037",2037,"Hard","Rihanna","barbadian pop","2010",182,75,31,-4,65,16,251,1,11,57
"2038",2038,"Loca","Shakira","colombian pop","2010",112,87,80,-4,9,85,193,19,7,56
"2039",2039,"You Lost Me","Christina Aguilera","dance pop","2010",43,39,23,-6,14,7,257,85,4,56
"2040",2040,"Not Myself Tonight","Christina Aguilera","dance pop","2010",120,81,76,-5,56,54,186,0,4,55
"2041",2041,"Written in the Stars (feat. Eric Turner)","Tinie Tempah","dance pop","2010",91,95,64,-4,18,57,220,6,7,52
"2042",2042,"DJ Got Us Fallin' In Love (feat. Pitbull)","Usher","atl hip hop","2010",120,86,66,-3,8,65,221,3,11,52
"2043",2043,"Castle Walls (feat. Christina Aguilera)","T.I.","atl hip hop","2010",80,86,45,-5,26,58,329,7,39,49
"2044",2044,"Break Your Heart","Taio Cruz","dance pop","2010",122,90,67,-5,8,63,186,0,3,33
"2046",2046,"A Thousand Years","Christina Perri","dance pop","2011",139,41,42,-7,11,16,285,31,3,81
"2048",2048,"Give Me Everything","Pitbull","dance pop","2011",129,94,67,-3,30,53,252,19,16,79
"2050",2050,"Rolling in the Deep","Adele","british soul","2011",105,76,73,-5,5,52,228,13,3,76
"2052",2052,"Moves Like Jagger - Studio Recording From The Voice Performance","Maroon 5","pop","2011",128,76,72,-4,32,62,201,1,5,76
"2055",2055,"Tonight Tonight","Hot Chelle Rae","dance pop","2011",100,78,69,-5,16,81,200,8,12,75
"2056",2056,"What the Hell","Avril Lavigne","canadian pop","2011",150,93,58,-4,14,88,221,0,5,74
"2057",2057,"Born This Way","Lady Gaga","dance pop","2011",124,83,59,-5,33,49,260,0,16,73
"2058",2058,"Monster","Kanye West","chicago rap","2011",125,69,63,-6,67,10,379,0,20,73
"2060",2060,"Best Thing I Never Had","Beyonc�","dance pop","2011",99,65,55,-4,9,30,254,14,3,73
"2061",2061,"Party Rock Anthem","LMFAO","dance pop","2011",130,74,75,-4,27,35,262,2,16,72
"2062",2062,"We R Who We R","Kesha","dance pop","2011",120,82,74,-5,12,65,205,1,4,72
"2063",2063,"Price Tag","Jessie J","australian pop","2011",175,83,64,-4,27,68,223,3,18,72
"2064",2064,"Good Life","OneRepublic","dance pop","2011",95,69,63,-8,13,65,253,8,5,72
"2065",2065,"Just Can�t Get Enough","The Black Eyed Peas","dance pop","2011",94,63,66,-9,11,26,219,19,18,71
"2066",2066,"On The Floor","Jennifer Lopez","dance pop","2011",130,78,73,-5,7,57,285,11,5,69
"2067",2067,"What's My Name?","Rihanna","barbadian pop","2011",100,79,69,-3,8,58,263,23,7,69
"2068",2068,"Yeah 3x","Chris Brown","dance pop","2011",130,88,71,-3,9,70,242,0,4,69
"2069",2069,"Without You (feat. Usher)","David Guetta","dance pop","2011",128,61,61,-4,16,40,208,23,3,68
"2070",2070,"Sexy And I Know It","LMFAO","dance pop","2011",130,86,71,-4,19,80,199,10,32,67
"2071",2071,"The Edge Of Glory","Lady Gaga","dance pop","2011",128,77,58,-6,11,36,321,0,4,67
"2072",2072,"E.T.","Katy Perry","dance pop","2011",152,87,62,-5,37,76,230,2,18,66
"2073",2073,"Till the World Ends","Britney Spears","dance pop","2011",132,71,69,-6,20,45,238,2,7,65
"2074",2074,"I Wanna Go","Britney Spears","dance pop","2011",130,55,70,-7,33,79,210,0,4,64
"2075",2075,"Blow","Kesha","dance pop","2011",120,73,75,-4,7,81,220,0,4,64
"2076",2076,"You And I","Lady Gaga","dance pop","2011",127,70,52,-5,9,52,307,9,5,64
"2077",2077,"Judas","Lady Gaga","dance pop","2011",131,93,66,-4,27,53,249,0,7,63
"2078",2078,"Tonight (I'm Fuckin' You)","Enrique Iglesias","dance pop","2011",126,89,65,-4,12,32,232,3,5,63
"2079",2079,"Please Don't Go","Mike Posner","dance pop","2011",120,88,70,-4,13,66,197,0,3,63
"2080",2080,"We Found Love","Rihanna","barbadian pop","2011",128,77,73,-4,11,60,215,3,4,61
"2081",2081,"Marry The Night","Lady Gaga","dance pop","2011",131,88,61,-4,46,38,265,0,6,61
"2082",2082,"1+1","Beyonc�","dance pop","2011",63,38,30,-7,7,26,274,38,3,60
"2083",2083,"Hold It Against Me","Britney Spears","dance pop","2011",133,72,65,-5,24,39,229,1,4,59
"2084",2084,"I'm Into You","Jennifer Lopez","dance pop","2011",84,75,59,-4,8,70,200,2,14,59
"2085",2085,"Papi","Jennifer Lopez","dance pop","2011",120,81,71,-5,37,89,223,13,6,58
"2086",2086,"Cheers (Drink To That)","Rihanna","barbadian pop","2011",80,91,58,-4,29,73,262,2,4,58
"2087",2087,"S&M Remix","Rihanna","barbadian pop","2011",128,81,82,-3,5,89,257,5,5,54
"2089",2089,"Jar of Hearts","Christina Perri","dance pop","2011",75,35,35,-6,12,9,247,73,3,50
"2091",2091,"Turning Page","Sleeping At Last","acoustic pop","2011",125,38,30,-8,11,19,255,91,3,46
"2092",2092,"Super Bass","Nicki Minaj","dance pop","2011",127,74,77,-7,40,59,201,6,23,38
"2094",2094,"Invading My Mind","Jennifer Lopez","dance pop","2011",129,88,73,-4,32,69,201,2,7,31
"2095",2095,"Moment 4 Life - Album Version (Edited)","Nicki Minaj","dance pop","2011",130,88,50,-4,22,37,279,39,38,28
"2096",2096,"Last Friday Night (T.G.I.F.)","Katy Perry","dance pop","2011",126,81,65,-4,67,72,231,0,4,27
"2097",2097,"Firework","Katy Perry","dance pop","2011",124,83,64,-5,11,65,228,14,5,25
"2098",2098,"Muny - Album Version (Edited)","Nicki Minaj","dance pop","2011",98,72,80,-5,19,53,227,56,33,7
"2100",2100,"Locked Out of Heaven","Bruno Mars","pop","2012",144,70,73,-4,31,87,233,5,4,79
"2102",2102,"Payphone","Maroon 5","pop","2012",110,75,74,-5,29,55,231,2,4,79
"2103",2103,"What Makes You Beautiful","One Direction","boy band","2012",125,79,73,-2,6,89,200,1,7,78
"2104",2104,"I Knew You Were Trouble.","Taylor Swift","pop","2012",77,47,62,-7,3,68,220,0,4,77
"2105",2105,"Call Me Maybe","Carly Rae Jepsen","canadian pop","2012",120,58,78,-7,11,66,193,1,4,76
"2106",2106,"Love You Like A Love Song","Selena Gomez & The Scene","dance pop","2012",117,68,86,-4,7,92,188,8,5,76
"2108",2108,"We Are Never Ever Getting Back Together","Taylor Swift","pop","2012",86,68,63,-6,12,75,193,1,9,75
"2109",2109,"Stronger (What Doesn't Kill You)","Kelly Clarkson","dance pop","2012",116,94,56,-4,11,68,222,5,5,74
"2111",2111,"Starships","Nicki Minaj","dance pop","2012",125,72,75,-2,25,75,211,14,8,73
"2112",2112,"One More Night","Maroon 5","pop","2012",93,82,72,-3,8,62,220,6,3,73
"2113",2113,"Good Time","Owl City","pop","2012",126,87,56,-4,37,68,206,2,14,73
"2114",2114,"Glad You Came","The Wanted","boy band","2012",127,85,72,-4,11,45,198,3,6,72
"2115",2115,"Beauty And A Beat","Justin Bieber","canadian pop","2012",128,84,60,-5,7,53,228,0,6,72
"2116",2116,"International Love","Pitbull","dance pop","2012",120,86,67,-3,34,65,227,1,5,72
"2117",2117,"Some Nights","fun.","baroque pop","2012",108,74,67,-7,9,39,277,2,5,72
"2118",2118,"Boyfriend","Justin Bieber","canadian pop","2012",97,55,72,-6,13,33,171,4,5,71
"2119",2119,"Part Of Me","Katy Perry","dance pop","2012",130,92,68,-5,7,77,216,0,4,71
"2121",2121,"Where Have You Been","Rihanna","barbadian pop","2012",128,85,72,-6,22,44,243,0,9,68
"2122",2122,"Wide Awake","Katy Perry","dance pop","2012",160,68,51,-5,39,57,221,7,4,68
"2123",2123,"The One That Got Away","Katy Perry","dance pop","2012",134,80,69,-4,16,88,227,0,4,67
"2124",2124,"Dance Again","Jennifer Lopez","dance pop","2012",128,86,79,-5,10,71,237,2,7,66
"2125",2125,"Turn Up the Music","Chris Brown","dance pop","2012",130,84,59,-6,16,64,228,0,10,65
"2126",2126,"Lights - Single Version","Ellie Goulding","dance pop","2012",120,80,68,-6,13,78,211,3,4,65
"2127",2127,"We Are Young (feat. Janelle Mon�e)","fun.","baroque pop","2012",184,64,38,-6,8,74,251,2,8,63
"2129",2129,"Don't Stop the Party (feat. TJR)","Pitbull","dance pop","2012",127,96,72,-4,38,95,206,1,9,59
"2130",2130,"You Da One","Rihanna","barbadian pop","2012",127,72,70,-5,13,86,200,50,4,57
"2131",2131,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes","dance pop","2012",90,80,65,-3,27,80,211,3,10,54
"2132",2132,"It Will Rain","Bruno Mars","pop","2012",150,84,58,-7,8,48,258,34,5,38
"2133",2133,"Blow Me (One Last Kiss)","P!nk","dance pop","2012",114,92,60,-3,25,75,256,0,4,0
"2134",2134,"Underneath the Tree","Kelly Clarkson","dance pop","2013",160,81,51,-5,21,69,230,0,5,88
